BS88899690585,Pine Forest Apartments,Houston
BS90979489180,Heather Downs Apartments,Citrus Heights
BS12682888162,Spring Club Apartments,Santa Rosa
BS15809542077,Village Apartments,Carlsbad
BS84297368871,Montgomery,Irving
BS86937698040,Maxwell,Fort Worth
BS17495244927,Hudson,Arlington
BS26703567300,The Asher,Austin
BS97577821356,Motif at Flagler Village,Fort Lauderdale
BS58313647918,Parq at Camino,North Las Vegas
BS70357645957,Bridge - Pointe Sienna,Jacksonville
BS91104110266,The Courtney at Lake Shadow,Orlando
BS91616237665,Park 35,Decatur
BS40785944217,Reside Rentals - Single Family Homes,Logan
BS40130951775,Homes on Parkway,Providence
BS92045064177,Logan Landing Townhomes,Logan
BS38640570379,Petra Place,Madison
BS85227380668,Catalpa Crossing,Madison
BS27813938203,Oak Hollow I & II,Seguin
BS06358962110,Pointer Ridge Management,Baltimore
BS13095710509,Fiedler Apartments,Madison
BS71218491211,Magnolia Apartments,Madison
BS62006865993,Capital View Apartments,Madison
BS13522138060,Town's Edge Apartments,Madison
BS47362709586,Bayshore,East Haven
BS48175681905,Enclave & Parc West,West Hartford
BS54484578629,The Austin Townhomes,Draper
BS55499744877,The Pointe at Midtown,Raleigh
BS47738369635,Canterbury Square,Richmond
BS55802558408,Lake 28,Land O' Lakes
L48774369434,Westchase,Harvey
L99326300004,Whitney Maynor,Gretna
BS20719606678,Neuhas Lake Worth Apartments,Lake Worth
BS50177281808,Regency Park,St Cloud
BS32021310894,Habour Place,Wilmington
BS27374031495,Friendship Villas,Winston Salem
BS77965152119,Broadbay Crossings,Winston Salem
BS99087022247,West Meadows,Winston Salem
BS52806681724,Cincinnati Region,Cincinnati
BS03177544168,1801L Apartments,Sacramento
BS20940098950,Hillside Community,Carrollton
BS32084715112,Location Properties,Lawrence
BS58867736086,Elle West Ave fka Gables West Ave,Austin
BS70469935762,Residence at Boardwalk Apartments,Bixby
BS73838363043,Grand Gateway,St Cloud
BS01820023830,Redwood Delta Township Willow Highway,Lansing
BS22565259279,Redwood Obetz,Groveport
BS86514387275,Villa Hills Apartments,Duluth
BS80324875906,Maggie Manor Too Apartments,Wayzata
BS48253521886,Northfield Estates Apartments,Northfield
BS79208069495,Maple Trails Apartments,Northfield
BS41754981256,Woodridge Apartments,Northfield
BS60630021700,Hidden Valley Apartments,Northfield
BS86222486590,Anderson-Holmes Apartments,Minneapolis
BS06929821058,AVID Apartments,Minneapolis
BS09541914363,Tree Tops Townhomes,Minneapolis
BS55125749238,Windom Gables Apartments,Minneapolis
BS53060349410,River Ridge Apartments,Hutchinson
BS02157746996,Windfield Estates,Bloomington
BS02399173332,Parkview Apartments,Bloomington
BS84052277632,Park South Apartments,Alexandria
BS64848931131,Northwood Commons,Fargo
BS21007476922,Gardner Apartments,Fargo
BS63127586903,Prairie Sky,Moorhead
BS20205063832,Brunsdale Park Apartments,Fargo
BS59074329552,"Evans Place I, II, III",Fargo
BS09513124103,Citi Park,Fargo
BS82722508369,Verge Grand Forks,Grand Forks
BS06263748437,Tremont,Stage College
BS97308404318,The Wilde Raleigh,Raleigh
BS81133638975,The Vault,Statesboro
BS45340249850,The Loop,Isla Vista
BS50110445363,The Lofts at City Center,Tuscaloosa
BS01628963404,The Continuum,Gainesville
BS20999901862,The Bloc,Lubbock
BS11532622501,The Arrow,Bozeman
BS25850010383,SoL,Tempe
BS53068944494,Rush,Charlotte
BS79090602750,Reserve at Carrollton,Carrollton
BS25224948449,Park East,Lubbock
BS38820894239,Naismith,Lawrence
BS03298289303,Landmark,College Park
BS23681009494,Element Communities Columbia,Columbia
BS69573936474,Element Communities,Columbia
BS42080882723,Douglas Heights,Chattanooga
BS17318177042,Cottages of Boone,Boone
BS99699195405,Cottages at Lake Tam,Tuscaloosa
BS20605828847,Coronado,St. Louis
BS33507410009,Copper Social,Marietta
BS55647873776,The Briar,Houston
BS58969590493,"Minnix Property Management, Inc",Lubbock
BS06890771524,Redwood Vandalia,Dayton
BS77715645868,The Village at Vintage Ranch,American Canyon
BS78634564549,Kaufmann's Grand on Fifth,Pittsburg
BS91408384821,Southline,San Antonio
BS99531589721,Dwellings LLC,Bloomington
BS96596360758,The Victor,Fresno
BS50456320181,Mesa Victorville,Victorville
BS62087947000,Mesa Upland,Upland
BS02770552367,Reserve at Hunters Ridge,Eugene
BS57930882192,Yopp,Winston-Salem
BS10669125272,The Fountains Apartments,West Des Moines
BS77192721146,Creekside Apartments,Clackamas
BS90600606848,Bass Lake Hills Townhomes,Plymouth
BS65046622014,Birch Lake Townhomes,White Bear Lake
BS70445173020,Monterra,Las Vegas
BS71224351771,Wellington Apartment Homes,Silverdale
BS54654030868,Redwood Rochester Hills,Rochester Hills
BS09263212056,The Vela,Tracy
BS60430098343,Ramshaw Real Estate - Corporate,Champaign
BS53517976869,1331 Juniper,Philadelphia
BS80316649710,Wharton Flats,Philadelphia
BS45730994697,Spruce Square,Philadelphia
BS91388258143,Shepherd Lofts,Philadelphia
BS38284352144,Graduate Pointe,Philadelphia
BS62856317115,The Ashley,Charleston
BS22757022927,The Jones,Hillsboro
BS78116898331,The Avery at Orenco Station,Hillsboro
BS44768868530,Terra at Hazel Dell,Vancouver
BS69259505302,Bungalows at Sky Vista,Sparks
BS71572606041,Sky Vista South,Sparks
BS11462619197,Sky Vista North,Sparks
BS68265596984,Ardella on Chagall,Moreno Valley
BS43451070421,Harmon JD,Las Vegas
BS52900404792,The Arch Troy,Troy
BS44809554069,The Hermitage,Jackson
BS72274063015,Scenic Ridge,Chattanooga
BS77140390875,Orchard Park,Madison
BS62115282472,Grove at Enon Springs,Smyrna
BS94584525307,Dupont Avenue,Madison
BS03457873289,Cove at Center Point,Murfreesboro
BS78229480414,Poplar Village,Murfreesboro
BS22306398185,Ridgeview North Gate,Chattanooga
BS43260857128,Whispering Oak,Jackson
BS11982251211,Elysian St Rose,Henderson
BS46313823421,Yugo Starkville 21 Apartments,Starkville
BS38952876666,Yugo Madison Lux,Madison
BS84871303343,Yugo Lexington Campus Court,Lexington
BS75614885522,Yugo Greenville Campus Towers,Greenville
BS52989649999,Yugo Fort Collins Grove,Fort Collins
BS26362727505,Yugo Flagstaff Grove,Flagstaff
BS49005004159,Yugo Corvallis Domain,Corvallis
BS87642678089,Yugo College Park University Club,College Park
BS86282252224,Parkside So7 Urban Apartments,Fort Worth
BS83211466850,Hometeam Properties,Columbus
BS46269906682,The Element Apartments,Manteca
BS97796282689,Laurel Heights,New Braunsfels
BS05078778330,iConic at Windsor Park,Austin
BS64394654479,iConic at South 1st,Austib
BS28075171584,iConic at Mueller,Austin
BS65213913350,The Retreat,Reno
BS46873971985,Vine by Vintage,Lompac
BS21991217108,The Watts at Hampton Cove,Huntsville
BS35774011934,Rock Hill W2C,Rock Hill
BS57713490115,Conway W2C,Rock Hill
BS66068620489,The Ascent,Conway
BS72013422985,The Arch,Conway
BS10201842535,Columbia W2C,Columbia
BS55684586833,The Western,Chicago
BS10728318992,850 Lake Shore Drive,Chicago
BS70207997852,Century Tower,Chicago
BS20658477913,ReNew on Merritt,Oakland
BS77371897196,Maple Leaf Management,Seattle
BS33175877321,Meadowbrooke Apartment Homes,Grand Rapids
BS26231442574,Dodson Pointe Apartment Homes,Rogers
BS40205855877,Churchill Lofts,Burlington
BS74317247475,Southridge Apartments,Reno
BS48009430396,The Oaks at Platte City,Platte City
BS07205701241,LoSo Walk,Charlotte
BS71874974482,The Apartments at Midtown 501,Chapel Hill
BS14234256044,Halston Paces Crossing,Norcross
BS74935150855,Avalon Townhomes,Hampton
BS78355046671,The Residences at Forest Grove,Newport News
BS16083539887,The Residences at Cedar Hill,Newport News
BS50182162316,The Residences of Westover Hills,Richmond
BS04966117389,FortyOne 11,Portland
BS11693749642,Glade Creek Apartments,Roanoke
BS40941099918,Salem Wood Apartments,Salem
BS74148568079,Belmont Landing,Farmville
BS24422988978,Westgate Apartments and Townhomes,Manassas
BS68391999331,The Crest,Salem
BS61205083569,North Woods Apartments,Charlottesville
BS37864590864,MSC UVA,Charlottesville
BS13239660314,Sunchase JMU,Harrisonburg
BS85309515115,Longview Oaks,Harrisonburg
BS87156254636,Isles Home,Roseville
BS89654317020,West Ridge Apartment Homes,Smithfield
BS93847688667,Stonebrook Apartment Homes,Smithfield
BS70343078914,Sunshine Portland,Portland
BS14219257296,The Kelston,Charlotte
BS45830222009,The Avalon,Charlotte
BS02316575459,Kinsley Yard,Modesto
BS37339347003,The Crown on Leland,Philadelphia
BS70061976880,The Strand at Beulah,Grove City
BS07598580629,Township Eastside,Portland
BS92623887013,Polanco,Scottsdale
BS20433055367,Summit at TPC,San Antonio
BS64463845600,Summit Salado Creek,San Antonio
BS78583318951,Heights by Vintage,SeaTac
BS16229902800,Ascent North Burnet,Austin
BS66918180314,Summit at West Wood,Austin
BS07109032203,Ascent at Fitzsimons,Aurora
BS10922001455,Ascent Highline,Aurora
BS09962856302,Ascent Quail Creek,Austin
BS52629963492,Ascent Walnut Creek,Austin
BS53480131298,Ascent Northgate,Austin
BS63763831740,Ascent at Autumn Glen,Taylorsville
BS84214416412,Ascent at Cottonwood Creek,Murray
BS33936111865,Ascent at Marmalade,Salt Lake City
BS10515345367,Summit at Layton,Layton
BS42681118090,The Grove Phase II,Salem
BS48424584545,Viera at Cool Springs,Franklin
BS42226104299,Retro Five Eleven,West Haven
BS92641887320,Packard West Hartford,West Hartford
BS04910610574,Five High,West Hartford
BS28742467884,Up House,Farmington
BS22585740429,Encore 99,East Haven
BS97061702976,Briarwood,Dumfries
BS03988732879,Boston Lofts,Milwaukee
BS17866993329,Arbor Commons,Ellington
BS91049834738,Alcovy Terrace,Covington
BS75884593143,Harmony Village,Gonzales
BS22657002986,Red Bud Bungalows,West Lake Hills
BS07371135363,The Highlander,Austin
BS08974998472,The Haven,Austin
BS01909708881,The Chateau,Austin
BS99026252171,The Nest Apartments,Austin
BS03632359744,Spanish Trails,Austin
BS55072794847,Sofi Parc Grove,Stamford
BS21726822392,Sofi at Murrayhill,Beaverton
BS23214301827,Sofi Lyndhurst,Lyndhurst
BS63052674365,17 Barkley,Gaithersburg
BS20062027554,Sofi at 50 Forest,Stamford
BS04199198296,Anson Apartments,Burlingame
BS82158099679,Sofi at Salem Station,Salem
BS09964835393,Sofi Danvers,Danvers
BS73280761600,Haven Apartment Homes,Kent
BS72616075770,The Knoll at Fair Oaks,Fairfax
BS34844302344,Terra Apartment Homes,Federal Way
BS60297462642,Sofi at Cedar Mill,Portland
BS48213047024,Sofi 55 Hundred,Arlington
BS70926989664,Sofi Warner Center,Woodland Hills
BS15268547463,Sofi Morristown Station,Morristown
BS84914889308,The Landing at Channel Islands,Oxnard
BS91555832303,Sofi Gaslight Commons,South Orange
BS23892912253,Domus on the Boulevard,Mountain View
BS30827456276,Sofi Westview,San Diego
BS03261371400,Sofi Dublin,Dublin
BS31739440750,Sofi Somerset,Bellevue
BS98606766824,Skyline Terrace,Burlingame
BS78542182831,2900 On First,Seattle
BS40704600357,Sofi Topanga Canyon,Chatsworth
BS09736020958,The Marc,Palo Alto
BS66377516848,Montecito,Santa Clara
BS10532476810,Verse Seattle,Seattle
BS98235153951,Terra at Portola Park,Livermore
BS57533155457,Mia,Palo Alto
L02837940755,Southdale Parc,Richfield
L61153412865,Park Place,Plymouth
BS74479038190,The Ponds at Heritage Place,Sartell
L86321446947,The Beckley,Dallas
BS75587787069,Hiawatha Court Apts,Hopkins
BS57469156594,Bryant Manor,Minneapolis
BS65797285856,Colfax Manor,Minneapolis
BS37055999050,Chateau Montreal,St. Paul
BS09326352388,Falcon Arms,Falcon Heights
BS77083809904,Shepard Terrace,St. Paul
BS97189577697,Franklin Villas,Minneapolis
BS86672083569,Boulder Court,Eagan
L20957700828,LT Property Management,Spokane
BS80059832952,Cottages at Bell Station,Fort Worth
BS25932168763,North Park Townhomes,Springtown
BS08497786594,The Barcelona,Fort Worth
BS16192032759,The Palmer,Fort Worth
BS07254792313,The Retreat,Fort Worth
BS98152193306,Alana 8/18,Castle Rock
BS70663793028,Parallel,Wheatridge
BS84552951861,Villas De Santa Fe,San Antonio
BS67734707153,The Fredd,San Antonio
BS87944026543,426-428 West 48th Street,New York
BS76503174344,321 E. 69th Street,New York
BS06862016439,253 E. 52nd Street,New York
BS72898360746,37-39 W 8th Street,New York
BS74752834053,Flats at Riverview,Duluth
BS66930974897,Greens at Braelinn,Peachtree City
BS88865515077,Greens at Peachtree City,Peachtree City
BS95136253511,Revl Crockett Row,Ft Worth
L28657143010,Augusta Woods,Staunton
BS05302411913,The Arch at Abilene,Abilene
BS30121080865,Grove at Slippery Rock,Slippery Rock
BS81523886223,Aura @ 4th,St. Petersburg
BS10116893519,The Travis,Frisco
BS77641800257,The Riley,Richardson
BS25253949780,Prospect Park Limited Partnership,Minneapolis
BS00193524455,Carrington Drive Preservation,Brooklyn Center
BS81072370091,College Square Apartments,Indianapolis
BS50319447729,Ridgewood Elkhart,Elkhart
BS72473200202,The Farmstead,Vancouver
BS46669310951,OREI Canyon Grove Property Owner,Grand Prairie
BS51428180228,Nuvo Boca,Boca Raton
BS23152908417,Woods of Castleton,Indianapolis
BS41801849598,Waterside at Castleton,Indianapolis
BS24288839082,Preserve on Blue Road,Greenfield
BS79469823582,H2,Birmingham
BS41676502855,Woodfield Morrison Yard,Charleston
BS16331661736,EPOC,Austin
BS22083319221,Pearl Creek,Roseville
BS70593020603,Anderson Flats,Austin
BS95131557602,Groma,Boston
BS54097357057,The Broadview at Vanderbilt,Nashville
BS84079642993,Aspire Seneca,Victorville
BS12607220471,Aspire Sacramento,Sacramento
BS09776559714,Verge Las Cruces,Las Cruces
BS79688096152,Reserve Orono,Orono
BS08695620108,Grove at Stephenville,Stephenville
BS12888950905,Grove at Cheney,Cheney
BS14564294256,Grove at Auburn,Auburn
BS25989237402,The Boulevard,Detriot
BS80468669528,Mode Apartments,Sacramento
BS76508525193,Apex at the Grande,Hammond
BS44771306722,Summit,Las Vegas
BS71654252648,The Townline,Hopkins
BS72433689390,Upper Vue Flats,Dublin
BS95319766873,Black Cat,Meridian
BS50031169670,Claro at High Point,Aurora
BS56832203070,Peregrine 8/1,Minneapolis
BS55574301963,The Trilogy Apartments,Belleville
BS41193425003,Auburn Gate,Auburn Hills
BS96661969831,Bella on Canyon,Puyallup
BS91148384366,The Quad on Delaware,Minneapolis
BS24589784029,Redwood Troy Arthur Road,Troy
BS57750608152,The Courtyard @ The Corner,Jonesboro
BS09774767598,The Courtyard @ Ironworks,Memphis
BS44745318609,Redwood Volo,Volo
BS14639132120,Crawford Crossing,Turner
BS81120302623,The Post,Pleasant Hill
BS74911419601,District at 54,Raleigh
BS47887674996,The Hamilton,Houston
BS19445603730,The Camaron,San Antonio
BS66339651922,Sky at Saldado,San Antonio
BS13236004445,Castle Hills Townhomes,San Antonio
BS56475190844,Avenue at Converse,Converse
BS67893061505,The Broadway Building,Seattle
BS96162621443,Dunn Motors Building,Seattle
BS23790252205,Shane Wilson,Dalton
BS75322493805,Canvas Columbia,Columbia
BS63921216959,The Porte at Pathstone,Pensacola
BS21761651379,The Grove,Raleigh
BS04522003012,Avilla Marana,Tucson
BS18508678770,Mondrian West Village,Dallas
BS01074257527,Oakgrove,Newberg
BS24143119399,Bella Sonoma,Fife
BS87568665595,Encantada Twin Peaks,Marana
BS95808937637,Madison Prickett Preserve,Yardley
BS72187100685,Redwood Brunswick Hills,Medina
BS41054868082,BayPointe Crossing,Virginia Beach
BS64709943523,Meadowscape,Olympia
BS17631788888,Ivy Knoll Apartments,Indianapolis
BS54439115332,Fallwood Apartments,Indianapolis
BS19753965155,Monarch at Hall Park Residences,Frisco
BS43672772891,The Axis,Orem
BS53721379833,10 Stars Property Management,Pinellas Park
BS92844906174,The Lodge of Overland Park,Overland Park
BS61155477961,Velo Spokane,Spokane
BS09818764060,The Townhomes at Horizon Ridge,Henderson
BS26871027480,36 Palms Townhomes,Missouri City
BS06743495756,Presley at Whitney Ranch,Las Vegas
BS56731102101,Cyan at Green Valley,Henderson
BS62295188012,LuxLiv,Riverside
BS36427343332,Strata Flats,Allentown
BS83632850029,Tuscany Villas,Visalia
BS16610805293,Westcreek Reno,Reno
BS12260045526,Madison Sierra Sun,Puyallup
BS32719458423,Desert Sage Apartments,Hurricane
BS81428935629,Whispering Hills,Overland Park
BS70451228754,Carlisle and Vine,Dallas
BS53466389137,County Line Apartments,Miami
BS52826026381,Newbridge Commons,Columbus
BS77034698760,Vista Oaks,Martinez
BS65693845662,Mission Pines,Martinez
BS36438512083,Lime Ridge,Concord
BS28744196671,Ascent Apartment Homes,Cottonwood Heights
BS80446610252,Doria Apartments,Virginia Beach
BS28672808881,San Vicente Tower,Santa Monica
BS93496976858,Amber Grove at Olley Creek,Marietta
BS23879229760,Fishpond at Cuero,Cuero
BS12023195614,Springhill Apartments,Fredonia
BS57667030070,Cedar Realty,Chicago
BS46446738451,Residence at Topiary Park,Columbus
BS51647611489,The Eleven Hundred,Sacramento
BS80241285030,Station by Vintage,Covington
BS27972825199,Redwood Troutman,Troutman
BS98134684618,Redwood Charlotte Harris Houston Road,Charlotte
BS90623660348,Woodgate,Charlottesville
BS22452177384,Stonebridge,Ellington
BS52316483082,Romig Court,Anchorage
BS72385412771,Residences at the Street,Washington
BS63547174614,ReNew Eagle River,Eagle River
BS73641285281,Pinney Brook,Ellington
BS29909854896,Oak Park Solvang,Solvang
BS87421940678,Meadows,Weatogue
BS81917876074,Maurice Dear,Portland
BS67836551890,Mason Street Townhomes,Grand Rapids
BS20747190757,Manchester Green,Manchester
BS24614155401,Mallory Ridge,Bloomfield
BS77962985404,Lofts at 335,Stratford
BS43395083062,Kings Court,Anchorage
BS73312889321,Jeffersonian,Charlottesville
BS15383263534,Greenwood Commons,Worcester
BS79969247561,Gaar Scott Historic Lofts,Minneapolis
BS09790880177,Fox Hill Commons,Vernon
BS43422083277,Fort Collier Terrace,Winchester
BS47570405595,Flats at Southside,Pittsburgh
BS24049095763,Fay Street Apartments,Winchester
BS78519511598,Charles Drive,Manchester
BS27624801662,Canal Place,Weatogue
BS60223549657,Bryant at Oak Park,OakPark