Cottages on Elm,https://g.page/r/CdvrF3oYCWSiEBM/review,https://www.apartments.com/cottages-on-elm-fayetteville-nc/pm05wvs/#reviewsSection,https://www.apartmentratings.com/nc/fayetteville/the-cottages-on-elm_910484611128303/
Crest at Arden Village,https://g.page/r/CbTG8HZJgNsVEBM/review,https://www.apartments.com/crest-at-arden-village-columbia-tn/tv13e08/#reviewsSection,https://www.apartmentratings.com/TN/Columbia/Crest at Arden Village_9199332346275202418
Crest at Burkitt Ridge,https://g.page/r/CbTG8HZJgNsVEBM/review,https://www.apartments.com/crest-at-arden-village-columbia-tn/tv13e08/#reviewsSection,https://www.apartmentratings.com/TN/Columbia/Crest at Arden Village_9199332346275202418
Crestmont at Thornblade,https://g.page/r/CeW29_39oGWwEBM/review,https://www.apartments.com/crestmont-at-thornblade-greenville-sc/3d85v7d/#reviewsSection,https://www.apartmentratings.com/SC/Greenville/Crestmont At Thornblade _864987074529615
Cricket Club,https://g.page/r/CfCs8CiF2rZkEBM/review,,https://www.apartmentratings.com/FL/Orlando/Cricket Club Apartments_407384701332828
Devonshire Square,https://g.page/r/CTqxbH7AaL_fEBM/review,https://www.apartments.com/devonshire-square-colorado-springs-co/yz2gfns/#reviewsSection,https://www.apartmentratings.com/CO/Colorado Springs/Devonshire Square Apartments_719632470080909
Diamond Lakes,https://g.page/r/CVhr1Y65Up8GEBM/review,https://www.apartments.com/diamond-lakes-lafayette-la/8dbw413/#reviewsSection,https://www.apartmentratings.com/LA/Lafayette/Diamond Lakes Apartments_337984786170506
District at Vinings,https://g.page/r/Ccqt7uibqee9EBM/review,https://www.apartments.com/district-at-vinings-atlanta-ga/66c2xgv/#reviewsSection,https://www.apartmentratings.com/GA/Atlanta/District at Vinings _770432510530339
District West,https://g.page/r/CUwX3le-A66sEBM/review,https://www.apartments.com/district-west-greenville-sc/ft8pkrv/#reviewsSection,https://www.apartmentratings.com/SC/Greenville/District West_9199332346275161324
Enclave at Providence,https://g.page/r/CTTGDt2ChDa7EBM/review,https://www.apartments.com/enclave-at-providence-mount-juliet-tn/cl8jx0g/#reviewsSection,https://www.apartmentratings.com/TN/Mount Juliet/Enclave at Providence_9199332346275203010
Enclave at Rivergate,https://g.page/r/CXJgf6GUsOY_EBM/review,https://www.apartments.com/enclave-at-rivergate-charlotte-nc/7vs95bw/#reviewsSection,https://www.apartmentratings.com/nc/charlotte/the-enclave-at-rivergate_9199332346275145469/#ratingsReviews
Entra West End,https://g.page/r/CQnivRRJmMLzEBM/review,https://www.apartments.com/entra-west-end-atlanta-ga/z3ng1ex/#reviewsSection,https://www.apartmentratings.com/GA/Atlanta/Entra West End_9199332346275190978
Esplanade,https://g.page/r/CbyY1byNLsKSEBM/review,https://www.apartments.com/esplanade-district-apartments-north-little-rock-ar/fpdm2ev/#reviewsSection,https://www.apartmentratings.com/AR/North Little Rock/Esplanade_9199332346275200986
Everly Historic Franklin,https://g.page/r/CQZN9ZMxvFUVEBM/review,https://www.apartments.com/the-everly-at-historic-franklin-franklin-tn/099z842/#reviewsSection,https://www.apartmentratings.com/tn/franklin/the-everly-at-historic-franklin-apartments_615771007037064/#ratingsReviews
Faudree Ranch Apartments,https://g.page/r/CdXUdD-jcdrgEBM/review,https://www.apartments.com/faudree-ranch-odessa-tx/pbg7p8s/#reviewsSection,https://www.apartmentratings.com/TX/Odessa/Faudree Ranch Apartments_9199332346275172865
Flats at 1885,https://g.page/r/Cd-IEP2yf3tFEBM/review,https://www.apartments.com/the-flats-1885-lake-city-ga/pbgyg3s/#reviewsSection,https://www.apartmentratings.com/GA/Lake City/The Flats @1885_770961165430260
Forest Glen,https://g.page/r/CQ11plvsdDCAEBM/review,,https://www.apartmentratings.com/MI/Midland/Forest Glen_9199332346275184849
Foster on the Park,https://g.page/r/CRblz11n6W-zEBM/review,https://www.apartments.com/augusta-commons-marietta-ga/drgskvk/#reviewsSection,https://www.apartmentratings.com/GA/Marietta/Augusta Commons _770565323430067
Fountains of Largo,https://g.page/r/CYkAwWZugc8FEBM/review,https://www.apartments.com/fountains-of-largo-largo-fl/kz58kn8/#reviewsSection,https://www.apartmentratings.com/FL/Largo/Fountains of Largo_9199332346275153974
Galvan at Twinbrook,https://g.page/r/Cehm6FQLozLAEBM/review,https://www.apartments.com/galvan-at-twinbrook-rockville-md/lwy2trf/#reviewsSection,https://www.apartmentratings.com/MD/Rockville/Galvan at Twinbrook_9199332346275159885
Gayoso House at Peabody Place,https://g.page/r/CbakRfBpUD-pEBM/review,https://www.apartments.com/gayoso-house-at-peabody-place-memphis-tn/yk770xs/#reviewsSection,https://www.apartmentratings.com/TN/Memphis/Gayoso House Apartments_901523055538103
Georgia Green,https://g.page/r/CdDs1vNQOnpfEBM/review,https://www.apartments.com/georgia-green-athens-ga/4e16j2j/#reviewsSection,https://www.apartmentratings.com/GA/Athens/Georgia Green_9199332346275160211
Greystone at Columbus Park,https://g.page/r/Cdbc3VASHcfBEBM/review,https://www.apartments.com/greystone-at-columbus-park-columbus-ga/qd8bsxy/#reviewsSection,https://www.apartmentratings.com/GA/Columbus/Greystone at Columbus Park_706507650031909
Greystone at Country Club,https://g.page/r/CVyx1aZtEKZhEBM/review,https://www.apartments.com/greystone-at-country-club-columbus-ga/kc67kk8/#reviewsSection,https://www.apartmentratings.com/GA/Columbus/Greystone at Country Club_9199332346275146174
Greystone at Creekwood,https://g.page/r/CUzvbelY4nBVEBM/review,https://www.apartments.com/greystone-at-creekwood-leesburg-ga/ppqb76t/#reviewsSection,https://www.apartmentratings.com/GA/Albany/Greystone at Creekwood _229883186231763
Greystone at Inverness,https://g.page/r/Ca1q6heeUX1MEBM/review,https://www.apartments.com/greystone-at-inverness-columbus-ga/t3262v9/#reviewsSection,https://www.apartmentratings.com/GA/Columbus/Greystone at Inverness_706571920031909
Greystone at Main Street,https://g.page/r/CQ71Yy-ZFJSaEBM/review,https://www.apartments.com/greystone-at-main-street-columbus-ga/1g0xge7/#reviewsSection,https://www.apartmentratings.com/GA/Columbus/Greystone at Main Street_706322810031909
Greystone at Maple Ridge,https://g.page/r/Ce3WBXCa3T5iEBM/review,https://www.apartments.com/greystone-at-maple-ridge-columbus-ga/q3gfpqy/#reviewsSection,https://www.apartmentratings.com/GA/Columbus/Greystone at Maple Ridge_9199332346275151582
Greystone at Mulberry Grove,https://g.page/r/CbY2-Yxt9A30EBM/review,https://www.apartments.com/greystone-at-mulberry-grove-fortson-ga/skbkmn6/#reviewsSection,https://www.apartmentratings.com/GA/Fortson/Greystone at Mulberry Grove_9199332346275203014
Greystone at Oakland,https://g.page/r/CU3dlCvYJ4ELEBM/review,https://www.apartments.com/greystone-at-oakland-leesburg-ga/clyhqte/#reviewsSection,https://www.apartmentratings.com/GA/Leesburg/Greystone Oakland_9199332346275178891
Greystone at RiverChase,https://g.page/r/CfR4lu3khf-QEBM/review,https://www.apartments.com/greystone-at-riverchase-phenix-city-al/sg5cmh5/#reviewsSection,https://www.apartmentratings.com/AL/Phenix city/Greystone at Riverchase_9199332346275148583
Greystone Falls,https://g.page/r/CXZ5epdBIsZbEBM/review,https://www.apartments.com/greystone-falls-columbus-ga/2hz0vr9/#reviewsSection,https://www.apartmentratings.com/GA/Columbus/Greystone Falls_706507170131904
Greystone Farms,https://g.page/r/CYF7xJH_O3HNEBM/review,https://www.apartments.com/greystone-farms-columbus-ga/30wc5zg/#reviewsSection,https://www.apartmentratings.com/GA/Columbus/Greystone Farms_9199332346275173774
Greystone Farms Reserve,https://g.page/r/CTQa2adMBxZvEBM/review,https://www.apartments.com/greystone-farms-reserve-columbus-ga/bhgjswb/#reviewsSection,https://www.apartmentratings.com/GA/Columbus/Greystone Farms Reserve_706221920031909
Greystone Pointe,https://g.page/r/CblXqDaVR1y7EBM/review,https://www.apartments.com/greystone-pointe-knoxville-tn/xq7zlkp/#reviewsSection,https://www.apartmentratings.com/TN/Knoxville/Greystone Pointe_9199332346275177008
Greystone Pointe Auburn,https://g.page/r/CSJ23xQ09Q1VEBM/review,https://www.apartments.com/greystone-pointe-auburn-auburn-al/zeggbkx/#reviewsSection,https://www.apartmentratings.com/AL/Auburn/Greystone Pointe Auburn_9199332346275194544
Greystone Pointe Columbus,https://g.page/r/CZUo1kyOSsmUEBM/review,https://www.apartments.com/greystone-pointe-columbus-columbus-ga/m4b06wj/#reviewsSection,https://www.apartmentratings.com/GA/Columbus/Greystone Pointe Columbus_9199332346275201201
Greystone Summit Columbus,https://g.page/r/CY7HKUsFm0sgEBM/review,https://www.apartments.com/greystone-summit-columbus-columbus-ga/0n7jxf1/#reviewsSection,https://www.apartmentratings.com/GA/Columbus/Greystone Summit Columbus_706507520031909
Greystone Summit Forsyth,https://g.page/r/CXKfeBYkcK1dEBM/review,https://www.apartments.com/greystone-summit-forsyth-cumming-ga/ppx41fr/#reviewsSection,https://www.apartmentratings.com/GA/Cumming/Greystone Summit Forsyth_9199332346275154596
Greystone Summit Gulf Breeze,https://g.page/r/CZSkeMSK70HJEBM/review,https://www.apartments.com/greystone-summit-gulf-breeze-gulf-breeze-fl/yl046pr/#reviewsSection,https://www.apartmentratings.com/FL/Gulf Breeze/Greystone Summit Gulf Breeze_9199332346275172152
Greystone Summit Knoxville,https://g.page/r/CQtw9FQKXaaYEBM/review,https://www.apartments.com/greystone-summit-knoxville-knoxville-tn/5ll68lm/#reviewsSection,https://www.apartmentratings.com/TN/Knoxville/Greystone Summit Knoxville_865357570037932
Greystone Vista,https://g.page/r/CdZovBJA78-KEBM/review,https://www.apartments.com/greystone-vista-knoxville-tn/renmlr1/#reviewsSection,https://www.apartmentratings.com/TN/Knoxville/Greystone Vista_9199332346275160855
Greystone Woodlands,https://g.page/r/Ce6w3TKyoaknEBM/review,https://www.apartments.com/greystone-at-the-woodlands-columbus-ga/lghe6yg/#reviewsSection,https://www.apartmentratings.com/ga/columbus/greystone-at-the-woodlands_706320920031904/#ratingsReviews
Grove at Carolina Park,https://g.page/r/CWyed1trq1lqEBM/review,https://www.apartments.com/the-grove-at-carolina-park-mount-pleasant-sc/8wm9p42/#reviewsSection,https://www.apartmentratings.com/SC/Mount Pleasant/The Grove at Carolina Park_9199332346275184087
Grove Park Apartments,https://g.page/r/CWpKHCz52XlqEBM/review,https://www.apartments.com/grove-park-apartments-tallahassee-fl/ejs753q/#reviewsSection,https://www.apartmentratings.com/FL/Tallahassee/Grove Park Apartments_9199332346275207053
Havana Square,https://g.page/r/CSt7H-ij1JpsEBM/review,https://www.apartments.com/havana-square-tampa-fl/8eek5f0/#reviewsSection,https://www.apartmentratings.com/fl/tampa/havana-square_9199332346275172143/#ratingsReviews
Haven at Lake Deer,https://g.page/r/CXAA7P5HfviqEBM/review,https://www.apartments.com/haven-at-lake-deer-apartments-winter-haven-fl/1fct944/#reviewsSection,https://www.apartmentratings.com/FL/Winter Haven/Haven at Lake Deer_941299446733880
Hawthorne House,https://g.page/r/CdwFPxlQiOGaEBM/review,https://www.apartments.com/hawthorne-house-midland-tx/1g2bpv7/#reviewsSection,https://www.apartmentratings.com/TX/Midland/Hawthorne House_9199332346275157140
Hebron 121 Station Ph1,https://g.page/r/CV-qmr5-A1wwEBM/review,https://www.apartments.com/hebron-121-station-lewisville-tx/khlw48c/#reviewsSection,https://www.apartmentratings.com/TX/Lewisville/Hebron 121 Station_9199332346275148327
Heights at Millcroft,https://g.page/r/CbkYAftE2Z5AEBM/review,https://www.apartments.com/heights-at-millcroft-sugar-hill-ga/s5m8g27/#reviewsSection,https://www.apartmentratings.com/GA/Buford/The Heights at Millcroft Apartments_9199332346275202261
Highland Grand,https://g.page/r/CfGS_X0geDbPEBM/review,https://www.apartments.com/highland-grand-knoxville-tn/dsctc7h/#reviewsSection,https://www.apartmentratings.com/TN/Knoxville/Highland Grand_865637818337916
Highland Park Atlanta,https://g.page/r/CSl4fKdF4zVjEBM/review,https://www.apartments.com/highland-park-atlanta-sandy-springs-ga/ls8r4ff/#reviewsSection,https://www.apartmentratings.com/GA/Sandy Springs/Highland Park Atlanta_770594711830350
Highland Terrace,https://g.page/r/CTZWLtMGsr6UEBM/review,https://www.apartments.com/highland-terrace-communities-knoxville-tn/gksgmyw/#reviewsSection,https://www.apartmentratings.com/tn/knoxville/highland-terrace-apartments_865521625037916/#ratingsReviews
Horizons East,https://g.page/r/Cbz3aS8BpZk3EBM/review,https://www.apartments.com/horizons-east-wichita-ks/wk85c2j/#reviewsSection,https://www.apartmentratings.com/KS/Wichita/Horizons East_9199332346275201806
Icon at Ferguson Farm Ph. I,https://g.page/r/CZmvhNirN0pUEBM/review,https://www.apartments.com/icon-apartment-homes-at-ferguson-farm-bozeman-mt/zd7hl9x/#reviewsSection,https://www.apartmentratings.com/MT/Bozeman/Icon Apartment Homes at Ferguson Farm_9199332346275191365
Icon at Hardin Valley,https://g.page/r/CQG43qbOq7r6EBM/review,https://www.apartments.com/icon-apartment-homes-at-hardin-valley-knoxville-tn/zzk8fsw/#reviewsSection,https://www.apartmentratings.com/TN/Knoxville/Icon Apartment Homes at Hardin Valley_9199332346275193749
Jackson Square,https://g.page/r/CdqxqQvd0IdFEBM/review,https://www.apartments.com/jackson-square-tallahassee-fl/8kdqhd2/#reviewsSection,https://www.apartmentratings.com/FL/Tallahassee/Jackson Square Apartments_850386363332308
"Kelvin, The",https://g.page/r/CZHkiQOilVjdEBM/review,https://www.apartments.com/the-kelvin-huntsville-al/hdf7wk3/#reviewsSection,https://www.apartmentratings.com/AL/Huntsville/The Kelvin_9199332346275201894
Kingstowne Apartments,https://g.page/r/Ca93AbQHDz0JEBM/review,https://www.apartments.com/kingstowne-apartments-newport-news-va/ptgxyys/#reviewsSection,https://www.apartmentratings.com/VA/Newport News/Kingstowne Apartments_757595214123606
Knox at Metrocenter,https://g.page/r/Cb7iABraL9aWEBM/review,https://www.apartments.com/knox-at-metrocenter-nashville-tn/3z6tdlf/#reviewsSection,https://www.apartmentratings.com/TN/Nashville/Knox at Metrocenter_9199332346275193433
L Estancia Apartments,https://g.page/r/CUa8f_-VKJ0tEBM/review,https://www.apartments.com/lestancia-sarasota-fl/rdww8k3/#reviewsSection,https://www.apartmentratings.com/FL/Sarasota/L'Estancia Apartment Homes _941921465634231
Lake Creek Village,https://g.page/r/CSHRBYouDbN6EBM/review,https://www.apartments.com/lake-creek-village-edwards-co/n5f96qn/#reviewsSection,https://www.apartmentratings.com/CO/Edwards/Lake Creek Village_970926455081632
Lake in the Woods,https://g.page/r/CU3eOpaVXpNHEBM/review,https://www.apartments.com/lake-in-the-woods-melbourne-fl/cef9xgd/#reviewsSection,https://www.apartmentratings.com/FL/Melbourne/Lake In The Woods Apartments_407984082832901
Leena Plantation,https://g.page/r/CQTUY_76EAdBEBM/review,https://www.apartments.com/leena-plantation-plantation-fl/4fk9fcj/#reviewsSection,https://www.apartmentratings.com/FL/Plantation/Leena Plantation_9199332346275204335
Lenox at Patterson Place,https://g.page/r/Cf6itSJd5QT0EBM/review,https://www.apartments.com/lenox-at-patterson-place-durham-nc/4s7tmgl/#reviewsSection,https://www.apartmentratings.com/NC/Durham/Lenox at Patterson Place _919401191227707
Lodge at Black Forest,https://g.page/r/CSvyoE6rj0EJEBM/review,https://www.apartments.com/lodge-at-black-forest-colorado-springs-co/bwhny3b/#reviewsSection,https://www.apartmentratings.com/CO/Colorado Springs/Lodge at Black Forest_9199332346275155737
Luxe at Boca Phase I,https://g.page/r/CV_BAwPg92NoEBM/review,https://www.apartments.com/the-luxe-at-boca-i-boca-raton-fl/95bfp75/#reviewsSection,https://www.apartmentratings.com/FL/Boca Raton/The Luxe at Boca_5614887747334281
Madison Pointe,https://g.page/r/CefklcpmkB4XEBM/review,https://www.apartments.com/madison-pointe-daytona-beach-fl/7tt19hw/#reviewsSection,https://www.apartmentratings.com/FL/Daytona Beach/Madison Pointe_9199332346275199139
Main Street Lofts Ph I,https://g.page/r/CdewvBhUuA50EBM/review,https://www.apartments.com/main-street-lofts-oak-ridge-tn/gzbbgbw/#reviewsSection,https://www.apartmentratings.com/TN/Oak Ridge/Main Street Lofts_9199332346275197911
Mainstead at Century Farms,https://g.page/r/CRcdNz-nXIPjEBM/review,https://www.apartments.com/mainstead-at-century-farms-antioch-tn/mpv5mtj/#reviewsSection,https://www.apartmentratings.com/TN/Antioch/Mainstead at Century Farms_9199332346275203646
Martins Creek,https://g.page/r/CWqZnS9eRepKEBM/review,https://www.apartments.com/martins-creek-summerville-sc/jhm9wl4/#reviewsSection,https://www.apartmentratings.com/SC/Summerville/Martins Creek Apartments_843871970129485
McKenzie Park,https://g.page/r/CdVG95dtWT6ZEBM/review,https://www.apartments.com/mckenzie-park-little-rock-ar/gwn81dx/#reviewsSection,https://www.apartmentratings.com/AR/Little Rock/McKenzie Park Apartments_9199332346275177297
Mesquite Terraces,https://g.page/r/CSRROv2uPyvpEBM/review,https://www.apartments.com/mesquite-terraces-midland-tx/9hpefg7/,https://www.apartmentratings.com/TX/Midland/Mesquite Terraces Apartments_9199332346275169233
Midland Falls Apartments,https://g.page/r/CYI-mdtztQsfEBM/review,https://www.apartments.com/midland-falls-apartments-columbus-ga/sr9hlv4/#reviewsSection,https://www.apartmentratings.com/GA/Columbus/Midland Falls Apartments_706563000131907
Mountain View,https://g.page/r/CXWl5LTN3QCQEBM/review,https://www.apartments.com/mountain-view-knoxville-tn/w2t8dxl/#reviewsSection,https://www.apartmentratings.com/TN/Knoxville/Mountain View Apartments_9199332346275147704
Nine12 Gateway,https://g.page/r/CSwPvLigGVLGEBM/review,https://www.apartments.com/nine-12-gateway-altamonte-springs-fl/6q7zxnt/#reviewsSection,https://www.apartmentratings.com/FL/Altamonte Springs/Nine12 Gateway _9199332346275167926
NORA Apartments,https://g.page/r/CTIaxR3vU9yDEBM/review,https://www.apartments.com/nora-apartments-orlando-fl/2g5n4x9/#reviewsSection,https://www.apartmentratings.com/FL/Orlando/NORA Apartments_9199332346275200445
North and Line,https://g.page/r/CV66dEDpvnsREBM/review,https://www.apartments.com/north-and-line-apartments-atlanta-ga/vpxkx9g/#reviewsSection,https://www.apartmentratings.com/GA/Atlanta/North and Line_9199332346275178899
North Beach on Kernan,https://g.page/r/Cet3hnaS1FcIEBM/review,https://www.apartments.com/north-beach-on-kernan-jacksonville-fl/fmv2eqr/?&frontdoor=google&gad_source=1&gclid=CjwKCAiA7t6sBhAiEiwAsaieYnxJ58vdKOExElISEmcMKdYWUuW9f1fBsN3pPk9XX0ocAs9ra3OxuxoCnLYQAvD_BwE&gclsrc=aw.ds#reviewsSection,https://www.apartmentratings.com/FL/Jacksonville/North Beach on Kernan_904997606032246
Ocean Pointe,https://g.page/r/CTcAOvJDObo8EBM/review,https://www.apartments.com/ocean-pointe-stuart-fl/s6wnv67/#reviewsSection,https://www.apartmentratings.com/FL/Stuart/Ocean Pointe _772287818434996
One Hundred Prince,https://g.page/r/CfiOeRBrPaU7EBM/review,https://www.apartments.com/100-prince-athens-ga/bpydtj8/#reviewsSection,https://www.apartmentratings.com/GA/Athens/100-Prince_9199332346275197819
Orion McCord Park,https://g.page/r/CZ9h4HiUhfY3EBM/review,https://www.apartments.com/orion-mccord-park-little-elm-tx/g8yx6jx/#reviewsSection,https://www.apartmentratings.com/TX/Little Elm/Orion McCord Park _9199332346275147400
Orion McKinney,https://g.page/r/CXOhAd4Fzb9pEBM/review,https://www.apartments.com/orion-mckinney-mckinney-tx/lzgez0e/#reviewsSection,https://www.apartmentratings.com/TX/Mckinney/Orion McKinney _972542390075070
Orion Prosper,,https://www.apartments.com/orion-prosper-prosper-tx/e03jg6p/#reviewsSection,https://www.apartmentratings.com/TX/Prosper/Orion Prosper _972346340075078
Orion Prosper Lakes,https://g.page/r/CZat2NCDJwWLEBM/review,https://www.apartments.com/orion-prosper-lakes-prosper-tx/k537c2b/#reviewsSection,https://www.apartmentratings.com/TX/Prosper/Orion Prosper Lakes _877849402875078
Palm Bay Grand,https://g.page/r/CVV_9TSjKglyEBM/review,https://www.apartments.com/palm-bay-grand-apartments-melbourne-fl/w2xdp9h/#reviewsSection,https://www.apartmentratings.com/FL/Melbourne/Palm Bay Grand_9199332346275208196
Palmer House,https://g.page/r/CWY7LjoqMJaaEBM/review,https://www.apartments.com/palmer-house-madison-al/cy7c7we/#reviewsSection,https://www.apartmentratings.com/AL/Madison/Palmer House Apartments_9199332346275202768
Park at Abernathy Square,https://g.page/r/CWMlTnMb7xugEBM/review,https://www.apartments.com/park-at-abernathy-square-sandy-springs-ga/s9268z7/#reviewsSection,https://www.apartmentratings.com/GA/Sandy Springs/Park at Abernathy Square_770393167230328
Park at Whispering Pines,https://g.page/r/CWPybhAD74uOEBM/review,https://www.apartments.com/the-park-at-whispering-pines-daphne-al/xfbdqdq/#reviewsSection,https://www.apartmentratings.com/AL/Daphne/The Park at Whispering Pines_251625465536526
